Song Title,Lyrics
Slava-kpss-rave-lyrics,"Алло! Ну вот... Снова я как дурак записываю тебе сообщения, а ты в коме. Какая-то дурацкая комедия. Ты бы, наверное, хотел знать, что то, как вы с гуру схватились на балконе, видел весь Горгород!И как вы упали... Гуру, кстати, того... Ха... УмерНадеюсь, ты не последуешь его примеруВ мире мёртвыхЧёрный обелиск и диджей негр-оккультистВ мире мёртвыхВ мире, в мире, в мире мёртвыхРейв эзотерикаРейв эзотерикаРейв эзотерикаИграет блэк-блэк, Варг хуярит клэп-клэпПосмертный трип накаркал АлистерРевольвер заряжен 666 — STORY OF ALISHERВстреча со смертью — это адюльтерПосле выхода из морга ей нужен акушерЛюцифер, капитал, смерть при мне — буцефалДанс-макабр и Харон, вход с корабля на балДудь сдохнет от ВИЧа. Юра, мы всё проебалиДаже солисты Руки Вверх с рейвов вперёд ногамиВыходят, что там за чертой? Мрак густойКак в экспедиции Кусто, в бездне голубой тонет всёИли карма ведёт счёт, сансары круг уже какойДурачок, новичок, новиоп, ну а чё?Или может врёт научпоп, коли тя не так отпел неуч попТо в тюрьму адских мук, а не блядский мир мухИ фит Хаски-Федюк на повторе в аду, и мой труп — MaddyMurkБледной тенью в гробу, будто Белый АндрейАд, что мой Петербург, где Беглов — святой духИли квантовый кунштюк зашвырнет тебя вновь в сныНочною бабочкой проснёшься, словно Чжуан-цзыПатологоанатом, как Жан-Клод, свой кровавый спортНад тобой вершит, ковыряет кишки в поисках душиФёдор Соннов «Шатуны», но в пизду отсылкиТуда не ходят поезда и не идут посылкиВспомни последний поцелуй, последний минетикВил этих не избежать, всевышних генетикТак рассудил и наш генезис, как киднеппингДетство украдено. Лимонка в дом, как ПрилепинИли смерть как «Жди меня»Где ты можешь повстречать маму, папу и ЖмиляЯ вхожу в предвечный мрак, напевая «Macarena»Я не на пробежке Ройзмана, но, бля, я вижу мэраЯ не Кастанеда с дон Хуаном, но я вижу гуруБудто принял барбитуру, сует Грека в реку рукуВот она — Алиса, печальная актрисаСлов не слышно, но я по губам читал: «Прощай, мой лысый»С неба свет, но не Светов. Свет мой, зеркальце, скажиМожет мне ещё пожить? И слышу голос медсестрыЕщё разряд и разряд, сердцу биться нелегкоПять минут назад я камбэкнул, как Дружко!You might also likeИз мира мёртвыхЧёрный обелиск и диджей негр-оккультистВ мире мёртвыхВ мире, в мире, в мире мёртвыхВ мире мёртвыхВсе равны здесь: коммунизм, некрокоммунизмВ мире мёртвыхВ мире, в мире, в мире мёртвыхАлло! Когда ты уже появишься на людях? С тех пор, как ты пришёл в себя, второй раз, весь Горгород ждёт у стен больницыМарк, они хотят, чтобы ты правил ими, слышишь?!В общем, дописывай скорее свой программный текст и я устрою нам пресс-конференци"
Slava-kpss-i-fell-from-the-moon-lyrics,"Я упал с горы, я упал с луныВдребезги мечты, и корона в пыльС черепах слоны, в океан без днаКандалы с рабов упадут тогда, будто с плеч гораЯ упал с луны, я упал с лозыЯ упал с горы, я упал с луныВдребезги мечты, трон за полценыИ корона в пыль, с черепах слоныВ океан без дна, кандалы с рабовУпадут тогда, будто с плеч гораЭй, ты не стал бы стрелять в синего кита? Но за деньги — даДаже когда я валялся на дне, я сиял, будто морская звездаНе Бикини Боттом мой град, но я Патрик святой, а значит святая водаМоё вам послание как Коринфянам, Ханеке снимет счастливый финалФеличита, пусть падёт гора, пусть ризома зла, пульс небес бирюзаИ опять к низам, к муравьям, жукам. Плоский купол над нами, это знал ЛозаЕсли бог отец, вечен патриархат, господь на кресте и госаппаратСлились писание, как госзаказ, а тусовка в раю — это корпоратНо утопии, будто Atomic Heart, ваши всех заебали — картинки MidjourneyВавилонскую башню снести под корень, ведь власть на горе всегда людям на гореМир болен, а я князь дураков, the end story эксплуатацииИ возлежат мирным сном Агнец со львом, города и нацииМожет не стоит нам строить на горах и жить принцессами на горохе?Если все наравне, тогда некуда по головам лезть и драться за крохиНечего, если нет хлебных мест, господ и слуг, и нести свой крестТуда, где Голгофы нет. Я убил в себе гору, rest in peace Эверест!You might also likeЯ упал с горы, я упал с луныВдребезги мечты, трон за полценыИ корона в пыль, с черепах слоныВ океан без дна, кандалы с рабовУпадут тогда, будто с плеч гораЯ упал с горы, я упал с луныВдребезги мечты, трон за полценыИ корона в пыль, с черепах слоныВ океан без дна, кандалы с рабовУпадут тогда, будто с плеч гор"
Slava-kpss-on-the-ruins-lyrics,"Будь ты проклят!Почему ты не берёшь на себя ответственность за то, что натворил?Где тебя носит? «Сегодня в меня стреляли, когда я просто шёл за водойЯ упал с горы, блядь. Построим общество без иерархии». Говно!Лучше бы тебя никогда не существовало!Нимфы тумана, дайте мне маныЧтобы подняться во тьмуВремя — обман, и гором порталыДаны во спять всё вернутьРазвалины за окнами, как ТриполиБезумно, как Талиб Квели, росли полипамиНовые Гитлеры, элита ли или же little Italy?Смешались люди, кони — что за власть Калигулы?Мыло меняем на верёвку, паханов на мэровАррондисманы на фавелы — эффект МанделыСтационарные бандиты — грабить нас их кредоКакая кровь по счёту пролита, не знает РэмбоМоя мечта погибла, как Эдик Старков, ХимераНекому дать тут слово мэра, что ты доживёшь до старостиИли хотя бы от заката до рассветаНа развалинах Горгородского сельсоветаПрав тот, у кого есть ЧВКMake some noise, за углом застрелили чувакаЧё вы как? Горгород оказался бутербродИ мы пятимся как раки — Икар наоборот, аДумал, людям не нужен погонщик для скотаДумал, как падёт Бастилия, крепость-тюрьмаЗвери, покинув зоопарк, на волю, кто кудаНо это не «Мадагаскар», а «Горгород 2»Что же я наделал? Там, где был худой мирТеперь вечная война — в Колизей РимПревратил, развалил. Я писатель лишьСлово — мышьяк, и гора родила мышь!You might also likeНимфы тумана, дайте мне маныЧтобы подняться во тьмуВремя — обман, и гором порталыДаны во спять всё вернутьНимфы тумана, дайте мне маныЧтобы подняться во тьмуВремя — обман, и гором порталыДаны во спять всё вернутьВедьма вела меня по слепой тропеТы рождён нигде и ты потерян в головеВдохни дымок и Горгород заменит Сан-ТропеТы думал власть менять материю — это ШУЕ?Вдох, потом ещё один, ещё вдохОтпусти эго и оно растает как дымокМох, будь как мох, или будь как плесеньДух всегда один, Единый Дух извеченЕсли ладонь разжата, где теперь кулак?Дух триедин: пленник, вертухай, ГУЛАГЭто всё ты, good luck, линия размытаВсё человечество — единая поликулаТы можешь быть кем захочешь, МаркВдохни ещё и ты забудешь какДышать, вот-вот и сердце остановит бойНо ты не бойся, повторяй за мнойНимфы тумана, дайте мне маныЧтобы подняться во тьмуВремя — обман, и гором порталыДаны во спять всё вернутьНимфы тумана, дайте мне маныЧтобы подняться во тьмуВремя — обман, и гором порталыДаны во спять всё вернутьКомната вернула очертания. Да кто я? Где я?В руке дымится сплиф, а в головёшке сверхидеяКумир, что поднят был на пьедестал, подусталСажусь и в телефон кричу ему: «Кем ты стал?!»Может и фейспалм, но это почему-то важноКак будто в прошлой жизни кто-то крупно облажалсяА мне решать, мой посыл его зацепилВосстание с гуру, ловит пулю горе-пацифистЛетит брофист в виде пули в голову АлисеБитва Марка с гуру на карнизе, череда коллизийГоргорода пепелище — это была ошибкаХижина у нимф тумана. Я напаснулся жидкоНимфы тумана, дайте мне маныЧтобы подняться во тьмуВремя — обман, и гором порталыДаны во спять всё вернутьКомната вернула очертания. Мы совесть нацииВышел из медитации, пора кончать метатьсяВзглядом наткнулся на книгу молодого автораНекий Марк — со дна сознания, как будто амфораПоднялось понимание: всё переплетеноМоя судьба его, в старых руках веретеноЯ стал влиять на его мозг, он стал орудием в рукахСкоро встретит последнюю осень патриархМарк в коме, февраль, март и камбэкС кучкой левых калек в мой дом, как снегНа голову, мы падаем с балкона вместе с нимГде же я ошибся? Что же надо изменить?Комната вернула очертания. Смотрю на рукиСтарые, в морщинках, как будто сухофруктыОщущение опять, что я иду по кругуКак сказал один мудрец: «Судьба — игрушка Будды»Да? Но я своею управлять привыкК моей Алисе ходит ночевать какой-то жидЧто, он писатель? Тот самый мистер Марк?Чуйка говорит, что от него не стоит ждать добраКогда смотрел в его глаза — будто узнал себяВ молодости отпустил на все четыре стороны — ослабСтарый, дальше бунт, свары, гор чтоб затушить больЭх, Марк, хотел бы сейчас стать тобойНимфы тумана, дайте мне маныЧтобы подняться во тьмуВремя — обман, и гором порталыДаны во спять всё вернутьНимфы тумана, дайте мне маныЧтобы подняться во тьмуВремя — обман, и гором порталыДаны во спять всё вернуть Вернуть , вернуть, вернутьЭй, МаркПросыпайтесь, мистер МаркСлушай... Эта твоя концовка... Я никак не могу понять: ты был и мэром, и гуру, и фанатом? Что за ебаное триединство такое? Получается, что ты спал с собственной дочерью и крутил роман сам с собой?Как мы должны издать такую хуйню? Ой, да в пизду вообще, а!"
Slava-kpss-oy-da-lyrics,"Ой, да в пизду — не пересобрать ужеДом, где найду я фурнитуру, вкладышиЕсли IKEA уйдёт, то наш домНе пересоберём, не пересоберёмОй, да в пизду — не пересобрать ужеДом, где найду я фурнитуру, вкладышиЕсли IKEA уйдёт, то наш домНе пересоберём, не пересоберёмСколько ни мечтай, как падёт гораНе придёт пора, и котёнок РаПропоёт: «Ра-па-па-па-рам»Похоронный марш, кроличья нораТак глубока — это deep divingМирный протест, кто убил Ганди?Здесь не ЮАР — эффект МанделыСветит ли вам, мистер Навальный?Дом и пальмы — ко-ко-коррупцияВспомнить надо слова Конфуция:«Ты ненавидишь — тебя победили»Где нас нет или где мы были«Восемь лет», — ответит ЯшинЗемлепашец свою землю пашетИ пока на столе есть едаКак нацболы: «Да, Смерти, да!»You might also likeОй, да в пизду — не пересобрать ужеДом, где найду я фурнитуру, вкладышиЕсли IKEA уйдёт, то наш домНе пересоберём, не пересоберёмОй, да в пизду — не пересобрать ужеДом, где найду я фурнитуру, вкладышиЕсли IKEA уйдёт, то наш домНе пересоберём, не пересоберёмЕсть ли разум у материи?Лем «Солярис» его мистерииЖизнь — игра «Драконы подземелья»Горы видели все паденияВсе империи, привилегииКен Канеки, Сенека, БерияЖизнь — кино «По Москве шагаю»В спину «Мотор!» мне кричит ДанелияОу, я Марк СадыковДинастия вечна СаудитовНад Горгородом есть аудиторРазвал всего ему вряд ли выгоденТак танцуй же, хозяйка меднойСанкционный синдром отменыЧебурашка стреляет в ГенуЭто значит — кончилось детствоИ крылатые не качелиБожий беженец — Нико БеличПересобран АК и хули?Я на вокзале: подайте мелочьБей челом или бей буржуевПей Боржоми или пой, что жуликГуру-мэр, тяги, подкрадулиТропы стоптаны, да в пизду ихОй, да в пизду — не пересобрать ужеДом, где найду я фурнитуру, вкладышиЕсли IKEA уйдёт, то наш домНе пересоберём, не пересоберёмОй, да в пизду — не пересобрать ужеДом, где найду я фурнитуру, вкладышиЕсли IKEA уйдёт, то наш домНе пересоберём, не пересоберёмНа Лебединых островах толькоГадкие, гадкие, гадкие утятаНа Лебединых островах толькоГадкие, гадкие, гадкие утятаИ мы покинули сквот И кто там чё пересоберётИ будет ли ещё когда рассветЭто неважно, ведь это там, где нас нетОй, да в пизду эти ваши песенки С лажей пою, ведь я не кончил Гнесинки Танцую на льду и мне страшно и веселоДаже в аду не возьмёт депрессияОй, да в пизду эти ваши песенки Рево-Революций унылое месивоНе во— Не воюй, сын, со всеми теми бесамиТак они сразу от тоски повесятсяОй, да в пизду — не пересобрать ужеДом, где найду я фурнитуру, вкладыши Если IKEA уйдёт, то наш дом Не пересоберём, не пересоберём Ой, да в пизду — не пересобрать уже Дом, где найду я фурнитуру, вкладыши Если IKEA уйдёт, то наш дом Не пересоберём, не пересоберём Ой, да в пизду — не пересобрать ужеСпой, Мирон, еЯ не кончил Гнесинки«Горгород 3», мож?Мне страшно и веселоМожет ещё разик мы с тобой запишемся?Ой, да в пиздуНу как хочешь, братРево-РеволюцияЧе, это был «Горгород 3»"
Slava-kpss-eminem-show-lyrics,"ЕЗачитать легко могу, как будто Эминема в моё тело подселили и сказали: «Делай рап»Я легко могу разъёбывать всех этих рэперов и выйти на дуэли с любым Васей на скиллахВсе вы пиздоболики, хотя на счетах нолики, вы делаете веган, а я мясокомбинатМои панчи лютые, как будто тьмой окутаны, а твои все обдрочены, как будто в пубертат Показать стилёк могу любому нулёвому, мои треки убивают, будто выстрелы в головуЭти сломанные слоги будто ёбаный Хоббит, ты станешь просто полудохлик, думал, ёбаным хоббиЯ занимаюсь по ночам — Соня did it again! Я вырываю вам кадык, ведь ты дырявый, забейТягаться с этим ебанутым бывшим баттл-эмсиДа я тут дедушка, а ты только считаешь лосиЛюсьен Фрейд — все ваши жалобы типа хопПовернул куда-то не туда — я насадил на болтПолучи-ка, сука, по зубам в этот октагонЯ влетаю бить вас по шарам, Абдурозик-флоуБудто геликоптер я летаю над вершиной горТы не французский рэп, хотя показывал улитка-флоуНахуй гиперпоп! Я техничен, будто Ари ГолдПанчей перебор, я прошёл, будто коридорФлоу на рекорд! Я рубака, как в РУБОПЧтобы меня обогнать, тебе бы надо телепортПодавай репорт, но в моём кране есть напорЯ обоссу вас, я машина, будто Соня — робокопОу, я не говорю вам, что вам делатьВы просто пойдёте нахуй, услышав одно лишь демоАльбом будто голый завтрак — я жив, но уже легендаОт моих убойных партов мужчины меняют гендерЧтобы мне отсосать — I'm from the far east sideИ за свой gangsta paradise готов каждому напихать И зачитать легко могу, как будто я мутировал из эмси в полубога и из флоу примитивного Поднялся к тем вершинам, что вы и во снах не виделиВаш флоу — нежный петтинг, а мой тут — ультранасилие Я десять лет в игре — стамина только подрослаИ я расставлю всех болванчиков-рэперов по местам И если ты не любишь зачитон для гомогрупповух и сонного, как Гуф, — тебе сюда, мой юный другОкей! You might also like"
Slava-kpss-true-lyrics,"Мы держим их в страхе, будто русские хакерыТвои краши сладкие, как тульские пряникиИх куплеты жидкие, как жидкие парикиОбоссым звёзд, будут жёлтые карлики Детка, на вершине очень одинокоУзнала обо мне из моего некролога Теперь слушает треки, типа очень много Я выступал в раю и зал был тупо мёртвыйАнгельское true — это крылышки пораженияПомню, было в детстве мы прыгали с гаражей, и яПробил землю насквозь, вылетел из тела в ночь Жизнь мою жил с тех пор кто-то другойПохуй на Бога, я верю только в демонаЧто прилетал погостить в мою клеткуНадо менять флоу; но зачем мне столько гемора?После дождя пойду сниму мокрую сетку Поясни мне за ангельское trueМожет, даже не себе, а кому-то снюсьМожет, все мои попытки с пути свернутьВедут в могилу, похмелюсь, помолюсь и пустьПояснять мне за ангельское trueМожет, даже не себе, а кому-то снюсьМожет, все мои попытки с пути свернутьВедут в могилу, похмелюсь, помолюсь и пустьYou might also likeПусть растёт на убой моя дурь-трава Пусть, рискуя головой, в бой идёт солдат Пусть герой с баррикад даст концерт для вас Пусть презреннее его будет лишь тиранЯ закроюсь, извне лишь могильный смехЕё войс в ТГ и пиздатый рэпMic check, я над бездной — медведь на колесеОни рядом всегда, словно КингисеппЖдут страх и вина, даже ангелы врутСлетают слова с потресканных губМиг — моя нора сужается в кругИ пространства не хватит уже для двухЯ не прав был — об этом кричат плинтусаПустота палит грустным глазом котаИ замызганным чувствам форма малаЗнаю только одно: твоя гордость — хуйняПоясни мне за ангельское trueМожет, даже не себе, а кому-то снюсьМожет, все мои попытки с пути свернутьВедут в могилу, похмелюсь, помолюсь и пустьПояснять мне за ангельское trueМожет, даже не себе, а кому-то снюсьМожет, все мои попытки с пути свернутьВедут в могилу, похмелюсь, помолюсь и пусть"
Slava-kpss-dubai-lyrics,"Залетел на бит, как от турка бабаЗавернул тут пару панчей, как пару кутабовУ меня есть столько баров, что пивнухи СПбПо сравнению со мной — это банкроты на НевеЯ не Фрэнк, но сенатор Вячеслав ПлевеСтрана — ассенизатор, да, мы по уши в дерьмеДелаю свой рэп, как алхимик ПарацельсЕбашить — самоцель или быть по уши в мацеЦенты, баксы, облигации, акцииЯ смотрю на это и “акцио-акцио”Люди с ебанцой, видно, правят этим миромНо ты мне взрывал косой и я скажу: «Це май нигга»Вышел в дамки, хоть не в вышиванкеСделал бабки, как криптопанкиЯ на трэпе, как статья УК132, часть вторая, мудакЕ, my god, мой хапЛечит души, но жесток, как ManhuntВышел утром, взял кофе с сигойМои кроссы сияют как улыбки сиротБэнг, ствол въебёт как ЛэмпардЛэнг такой, что выпадет rap godСлэм в центре, как будто фан-секторСука, токо лох не был на наших концертахЕ-е-е, приходи и подругу приводиНе канает пройти зайцем, блядь, это вам не «Ну, погоди!», е-е-еОни едут в ДубайМы поём дабуди-дабудайМы в России читаем на шифреХули взять, наш объект режимныйYou might also likeПоднимаем жопы, делать эти мувыБыли рождены, чтобы воротить большие суммыРэп-преподаватели ебали этот уникТо, как мы базарим, уже лучше не придуматьPocket, я кладу в него разные какиТати всегда рядом крутят свои сракиЯ lucky, но не полагаюсь на удачуОпытный игрок — я полагаюсь на ебашитьБегу по биту, да, этот флоу неуловимыйЕсли видишь меня в паре, значит, никакой интригиOG GNG приспособились к этой реальностиДелаю рэпак, под который ехать в тачечкеЯ не заморачиваюсь, даже когда перехапаюРэперы быстро появляются и перегораютТут нету монетизации и даже бумагиМы заебашим на обломках новые Дубаи"
Slava-kpss-biography-lyrics,"Кхм-кхмКхм-кхм-кхмЕЕ, SAO RecordsВ 90-ые родился в городе ХабаровскМинорные биточки, текстики, чтобы вызвать жалостьОбщага, помню её замызганный подъездДеревня, мы с батей на корнёвку в лесПриморская тайга, лютые холодаЛетом жара и бабушка ещё живаНаказывает, чтобы был хотя бы к обедуБратья Курские, и мы строим с ними дом на деревеКинул камнем в собаку, потом было стыдноТак заскулила, сердечко сжалось пружинойИз воздушки воробьёв лупили тоже, блядьМелкий трупик на руках Сестру били, меня — нет, времена голодныеИ пока на хлебзаводе родаки, футбольныеСезоны играем, вместо ворот качелиЯ Рой Кинга застолбил, щёчкой как въебенилДома суета нездороваяНашёл у папы два шприца — в нём зелёнаяМама платила морфием за овощи бандитамТак на хату накопили, общага, — финитаНовый класс, школа, понятия блатныеУделять на зону в третьем классе, ёбаный стыдНо так жил мой родной Дальний ВостокТолкин, Перумов, ЛукьяненкоБерёзовый сок спутал у деда с самогоном — горел ротОтец всё чаще выпивал — попёрли с заводаС мамой скандал, наши проиграли — батя выпилБитая посуда и конец совместной жизниYou might also likeЭто моя жизнь — нет поводов стыдитьсяНет поводов гордиться, одни и те же лицаГорький бы не взял меня в «Союз писателей»Ведь за каждым человеком стоит биографияНу чё потом, мама на двух работахПо вечерам в слёзыТак больно засыпатьСлыша это сноваОпять новая школа, там научили питьСпирт и кола, водка, было б чем запитьИ похуй. День летит. С троечным дипломомЗакончил, больше посещений было проёбовПохуй, лето +40, тёплое пивоСказал девчонке, что она вкусно пахнетА она: «Не пизди, я голову три дня не мыла»Жизнь — хуйня, батя приезжал, как выходил с запоевДавал мне пару коробков приморской ядрёнойКурил сладко, учился в шарагеИ думал: жизнь прекрасна, меня ничё не паритМама устала, уехала в ПитерЧтоб не видеться с батькомСнял хату с Валиком и Саньком, куримЧитаем в usb-микрофон репПотом пропустил звонок от отцаДумал: «Щас мне говорить не в тему»А он умер через неделюКогда хоронить поехалБыли ливни, дороги размылоКамаз на верёвку цепляет машинуИ тащит по дну вдоль перевалаБольше меня ничего там уже не держалоЭто моя жизнь — нет поводов стыдитьсяНет поводов гордиться, одни и те же лицаГорький бы не взял меня в «Союз писателей»Ведь за каждым человеком стоит биографияНу чё потом? Питерский этапБабушка купила кресло, чтоб было где спатьУстроился в сервис деск МТСРаботать стрёмно пиздецВаня Светло знакомит с Сашей ДискотекойЗакинулись кристаллами и любовь по венамСъехались, устроился в аквапаркВсё наладилось, можно хуй пинатьПисать куплеты в рабочее времяКурить твёрдый в сервернойПо выходным более весёлые движения, психоделия30-го декабря бабушки не сталоСмотрел, как её выносят, закрывал глаза мамеВ новый год депрессивно курил шишкиНесли гроб, пальцы — ледышкиПотом расставание, историческая хуйняС баблом нормально сталоКукуха чуток теклаКуромушка Саша, любовь, все делаДальше вы знаете самиСо всем завязал, стал трезвым СлавикНо вряд ли взрослымЕсли опыт не превращён в текстОн даже не становится прошлымФевраль 22-го, и мы все как в хоррор-фильмеОставим эти песни, чтобы суки знали, что мы когда-то жилиНабор сухих фактов, вот и вся недолгаНапиток в моём бокале такой же горькийЭто моя жизнь — нет поводов стыдитьсяНет поводов гордиться, одни и те же лицаГорький бы не взял меня в «Союз писателей»Ведь за каждым человеком стоит биографияЭто моя жизнь — нет поводов стыдитьсяНет поводов гордиться, одни и те же лицаГорький бы не взял меня в «Союз писателей»Ведь за каждым человеком стоит биография"
Slava-kpss-space-lyrics,"Просто космос, какой ты тупойПросто космос, какой я тупойПросто космос, какой ты тупойПросто космос, какой я тупойЧто такое дискурс не проходил Я в музеях, универах, — мимокрокодилВсё, что говорю я, — дико банальноСтыдно, я не знаю чё за психоанализНадо было больше учитьсяЗнаю только, кто такой Саске УчихаЧто тебя смешит, провалил дурачок чекЕсли сперма прыгнет в член обратно — это кам бэкХах… Нет, не смешно? Опять на меня смотрит как на говноСпросила про Толстого, а яПростой, будто м-м-м-на-на-наОна такая умнаяБудто с картины ВрубеляЕё глаза как два сверлаИ я читаю в них слова:You might also likeПросто космос, какой ты тупойПросто космос, какой я тупойПросто космос, какой ты тупойПросто космос, какой я тупойЯ начинаю пояснять тебе за ШрёдингераТы меня просишь скинуть мемы с фоткой этого котаОкей, а как тебе ваще Леонардо да Винчи?Черепашки — клёвый кинчик, а причём тут «Дай Винчик»?Ну мы такая пара, чисто группа ДюнаЩас шашлычок намутим из Джордано БруноОн сидит на окне, подо мной парапетЯ ему про Моне, а он мне про минетЭто точно была наша последняя встречаИ ты даже не знаешь, кто такой Boris BrejchaХотя такие союзы обычно держатся долгоКогда он тупой идиот, а она заумная душная тёлкаПросто космос, какой ты тупойПросто космос, какой я тупойПросто космос, какой ты тупойПросто космос, какой я тупойЯ космически тупойТы космический тупойЯ космически тупойТы космический тупо"
Slava-kpss-rkn-lyrics,"АйЯ хочу с собой сделать РоскомнадзорЯ устал скрывать от всех, я РоскомнадзорБеру пушку, иду в шк— РоскомнадзорПутин — норм, но я в субботу на РоскомнадзорНадзирает над странойВечность пахнет пустотой и врачебной чистотой палатыЯ хочу сделать с тобой то, что сделали со мнойЗапрещённый человек, жертвы сами виноватыМама, я подсел на РоскомнадзорКак сказать, что со мной я РоскомнадзорМне менты сломали нос и РоскомнадзорПеред ним, как пред небесным отцомПолучаешь первый срок, лишь бы он не пятый В ванной своей кровью пол ты опять заляпалЕсли б не Роскомнадзор, я бы кончился, матьДобрый дядя в пиджаке, запрети мне умирать!Роскомнадзор, запрети мне умиратьЗапрети мне умирать, запрети Роскомнадзор, запрети мне умиратьЗапрети мне умирать, запретиРоскомнадзор, запрети мне умиратьЗапрети мне умирать, запретиРоскомнадзор, запрети мне умиратьЗапрети мне умирать, запретиYou might also likeА у токийского гуля взгляд откровенней, чем сталь клинкаНепрерывный Роскомнадзор для меняНепрерывный Роскомнадзор для меняНо если разъебать танцпол — я всегда буду заВ небесах раската громБомбы в/на РоскомнадзорС неба смотрит божий сын виноватоЛейся краска на заборВыводя «Роскомнадзор»Дык когда-то станет сахарной ватаВо дворе раскоп из норДостаёт РоскомнадзорШкольник в изоленте, роет лопатаНа ютубчике обзорКак собрать РоскомнадзорДержи вафельный рожок автоматаЯ Роскомнадзор к вене, чтоб замаратьРуки поднёс, но противозаконно умиратьИ острый Роскомнадзор по моей кисти скользитНо умереть не получится, РКН запретитНе смотри мне в глаза, там РоскомнадзорИ в Риме римляне за ""Роскомнадзор""Но раз не держит в узде себя РоскомнадзорЗа что распят на кресте тогда Роскомнадзор?Роскомнадзор, запрети мне умиратьЗапрети мне умирать, запрети Роскомнадзор, запрети мне умиратьЗапрети мне умирать, запретиРоскомнадзор, запрети мне умиратьЗапрети мне умирать, запретиРоскомнадзор, запрети мне умиратьЗапрети мне умирать, запретиА у токийского гуля взгляд откровенней, чем сталь клинка!Непрерывный роскомнадзор для меня!Непрерывный роскомнадзор для меня!Но если разъебать танцпол, я всегда буду за!1"
